LIBNAME,MEMNAME,MEMLABEL,TYPEMEM,NAME,TYPE,LENGTH,VARNUM,LABEL,FORMAT,FORMATL,FORMATD,INFORMAT,INFORML,INFORMD,JUST,NPOS,NOBS,ENGINE,CRDATE,MODATE,DELOBS,IDXUSAGE,MEMTYPE,IDXCOUNT,PROTECT,FLAGS,COMPRESS,REUSE,SORTED,SORTEDBY,CHARSET,COLLATE,NODUPKEY,NODUPREC,ENCRYPT,POINTOBS,GENMAX,GENNUM,GENNEXT
PROJECT2,PROJECT2,,,Q6UI3,1,8,165,AMOUNT OF PENSION & UI RCVD MONTHLY,,0,0,,0,0,1,1312,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q6UI4,1,8,166,NUMBER OF MONTHS PENSION & UI RCVD,,0,0,,0,0,1,1320,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q7P5,1,8,210,HEALTH CARE PLAN AVAILABLE THRU JOB,,0,0,,0,0,1,1672,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q7P6,1,8,209,REASON PERSON DOESN*T HAVE HEALTH INSUR,,0,0,,0,0,1,1664,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q7P7,1,8,208,HEALTH PLAN PRIOR TO BHP,,0,0,,0,0,1,1656,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q7P11,1,8,213,PERSON*S STATE OF HEALTH,,0,0,,0,0,1,1696,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q7P11_I,1,8,214,IMPUTATION FLAG - PERSON*S HEALTH,,0,0,,0,0,1,1704,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q7P3Z,1,8,211,EVERYONE ELSE HH HAVE SAME HEALTH PLAN,,0,0,,0,0,1,1680,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q811A,1,8,229,CURRENT EMPLOYER - ON SITE CHILD CARE,,0,0,,0,0,1,1824,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q811B,1,8,230,CURRENT EMPLOYER - CHILD CARE SUBSIDIES,,0,0,,0,0,1,1832,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q811C,1,8,231,CURRENT EMPLOYER - PAID VAC & SICK LEAVE,,0,0,,0,0,1,1840,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q811D,1,8,232,CURRENT EMPLOYER - RETIREMENT BENEFITS,,0,0,,0,0,1,1848,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q811E,1,8,233,CURRENT EMPLOYER - STOCK OPTIONS,,0,0,,0,0,1,1856,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q8P1,1,8,215,# TOTAL HOURS CHILD SPEND IN CHILD CARE,,0,0,,0,0,1,1712,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q8P2,1,8,216,# OF THESE (Q8P2) HOURS PAID CHILD CARE,,0,0,,0,0,1,1720,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q8P3,1,8,217,USUAL WAY GETTING TO WORK/SCHOOL LAST WK,,0,0,,0,0,1,1728,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q8P4,1,8,220,# MINUTES GETTING TO SCHOOL/WORK LAST WK,,0,0,,0,0,1,1752,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q8P5,1,8,221,# PEOPLE RODE TO WORK/SCHL IN VEHICLE,,0,0,,0,0,1,1760,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q8P6,1,8,222,R OR OTHERS IN HH HAVE PERSONAL COMPUTER,,0,0,,0,0,1,1768,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q8P7,1,8,223,R OR OTHERS IN HH USE PC TO COMMUNICATE,,0,0,,0,0,1,1776,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q8P8,1,8,225,# TIMES MADE INTERNET PURCHASE LAST YR,,0,0,,0,0,1,1792,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q8P9,1,8,226,ENGLISH PRIMARY LANGUAGE IN HH,,0,0,,0,0,1,1800,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q8P10,1,8,227,PRIMARY LANGUAGE SPOKEN IN HH,,0,0,,0,0,1,1808,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q8P11,1,8,228,CURRENT EMPLOYER - EDUCATIONAL ASSIST,,0,0,,0,0,1,1816,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q8P3A,1,8,218,PARTICIPATE IN TELECOMMUTE PLAN,,0,0,,0,0,1,1736,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q8P3B,1,8,219,NUMBER OF DAYS TELECOMMUTED LAST WEEK,,0,0,,0,0,1,1744,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,Q8P7A,1,8,224,USE INTERNET THROUGH LIBRARY OR WORK SIT,,0,0,,0,0,1,1784,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,REGION,1,8,4,REGION,,0,0,,0,0,1,24,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,RSDNC,1,8,10,HOUSEHOLD HAS MORE THAN ONE RESIDENCE,,0,0,,0,0,1,72,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,SAMPLE,1,8,3,SAMPLE TYPE,,0,0,,0,0,1,16,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,STATE,1,8,52,STATE LIVED IN ONE YEAR AGO,,0,0,,0,0,1,408,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,WAGEHR99,1,8,169,HOURLY WAGE IN 1999,,0,0,,0,0,1,1344,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,WAGEWK99,1,8,170,WEEKLY WAGE IN 1999,,0,0,,0,0,1,1352,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,WGHR1ST,1,8,96,HOURLY EARNINGS - MAIN JOB (LAST WEEK),,0,0,,0,0,1,760,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,WGHROTH,1,8,98,HOURLY EARNINGS - OTHER JOBS (LAST WEEK),,0,0,,0,0,1,776,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,WGWK1ST,1,8,95,WEEKLY EARNINGS - MAIN JOB (LAST WEEK),,0,0,,0,0,1,752,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,WGWKOTH,1,8,97,WEEKLY EARNINGS - OTHER JOBS (LAST WEEK),,0,0,,0,0,1,768,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
PROJECT2,PROJECT2,,,WHICH,1,8,212,DID NOT HAVE SAME COVERAGE AS RESPONDENT,,0,0,,0,0,1,1688,17967,V9,11JUL93:23:13:55,11JUL93:23:13:55,0,NONE,DATA,0,---,---,NO,NO,,,,,NO,NO,NO,YES,0,,
